# BLASTP 2.5.0+
# Query: NP_214515.1 chromosomal replication initiator protein DnaA [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
# Query: NP_214537.1 transcriptional regulator [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214537.1	NP_415951.1	32.558	86	53	1	8	88	10	95	8.34e-08	48.1
# BLASTP 2.5.0+
# Query: NP_214538.1 NLP/P60 family protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214538.1	NP_416172.1	30.909	110	66	4	172	271	143	252	1.56e-15	71.6
# BLASTP 2.5.0+
# Query: NP_214539.1 hypothetical protein Rv0025 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214540.1 hypothetical protein Rv0026 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214541.1 hypothetical protein Rv0027 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214542.1 hypothetical protein Rv0028 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214543.1 hypothetical protein Rv0029 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214544.1 hypothetical protein Rv0030 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214546.1 8-amino-7-oxononanoate synthase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214546.1	NP_418074.1	33.787	367	239	3	402	764	28	394	4.47e-62	211
# BLASTP 2.5.0+
# Query: NP_214547.1 acyl carrier protein AcpA [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214547.1	NP_415612.1	45.455	44	24	0	19	62	23	66	1.92e-06	38.9
# BLASTP 2.5.0+
# Query: NP_214548.1 hypothetical protein Rv0034 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214550.1 hypothetical protein Rv0036c [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214551.1 MFS-type transporter [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214552.1 hypothetical protein Rv0038 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214552.1	NP_417423.4	28.235	170	107	3	24	183	7	171	1.03e-15	68.9
# BLASTP 2.5.0+
# Query: NP_214553.1 transmembrane protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214554.2 hypothetical protein Rv0040c [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214555.1 leucine--tRNA ligase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214555.1	NP_415175.1	37.244	929	453	22	69	969	33	859	4.48e-179	539
# BLASTP 2.5.0+
# Query: NP_214556.1 transcriptional regulator [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214557.1 HTH-type transcriptional regulator [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214557.1	NP_416058.1	22.680	97	75	0	29	125	33	129	3.99e-04	37.4
# BLASTP 2.5.0+
# Query: NP_214558.1 oxidoreductase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214558.1	NP_415532.3	27.273	121	63	3	19	126	40	148	5.37e-09	53.1
# BLASTP 2.5.0+
# Query: NP_214559.1 hydrolase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214559.1	NP_415212.1	22.768	224	153	6	77	296	46	253	3.41e-08	50.4
# BLASTP 2.5.0+
# Query: NP_214560.1 inositol-3-phosphate synthase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214561.1 hypothetical protein Rv0047c [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214561.1	NP_417542.1	38.462	52	32	0	2	53	63	114	0.002	34.7
# BLASTP 2.5.0+
# Query: NP_214562.1 membrane protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214563.1 hypothetical protein Rv0049 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214565.1 transmembrane protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214566.3 hypothetical protein Rv0052 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214566.3	NP_414958.4	29.927	137	88	5	25	155	53	187	7.09e-09	50.1
# BLASTP 2.5.0+
# Query: NP_214567.1 30S ribosomal protein S6 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214567.1	NP_418621.5	35.417	96	60	2	1	96	1	94	4.06e-15	62.8
# BLASTP 2.5.0+
# Query: NP_214568.1 single-strand DNA-binding protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214568.1	NP_418483.1	36.275	102	64	1	3	104	5	105	2.47e-17	72.0
# BLASTP 2.5.0+
# Query: NP_214570.1 50S ribosomal protein L9 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214570.1	NP_418624.1	40.132	152	87	4	1	151	1	149	7.87e-25	90.5
# BLASTP 2.5.0+
# Query: NP_214571.1 hypothetical protein Rv0057 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214572.1 replicative DNA helicase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
NP_214572.1	NP_418476.1	38.281	384	229	6	24	401	27	408	9.92e-83	271
NP_214572.1	NP_418476.1	37.931	58	36	0	816	873	407	464	9.95e-07	48.9
# BLASTP 2.5.0+
# Query: NP_214573.1 hypothetical protein Rv0059 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214574.1 hypothetical protein Rv0060 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214577.1 oxidoreductase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214578.1 transmembrane protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214579.1 ribonuclease VapC1 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214580.1 isocitrate dehydrogenase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214581.1 transcriptional regulator [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214581.1	NP_416135.1	24.051	158	113	4	8	160	5	160	7.56e-11	55.8
# BLASTP 2.5.0+
# Query: NP_214582.1 oxidoreductase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214582.1	NP_415787.1	32.039	206	106	9	15	203	13	201	3.56e-09	53.1
# BLASTP 2.5.0+
# Query: NP_214583.1 L-serine dehydratase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214583.1	NP_416328.1	50.972	463	203	8	3	454	2	451	4.01e-144	417
# BLASTP 2.5.0+
# Query: NP_214584.1 serine hydroxymethyltransferase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214584.1	NP_417046.1	54.327	416	181	4	7	419	7	416	8.16e-150	429
# BLASTP 2.5.0+
# Query: NP_214585.1 maturase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214585.1	YP_009518741.1	41.935	155	81	5	30	180	52	201	4.02e-30	112
# BLASTP 2.5.0+
# Query: NP_214586.1 glutamine ABC transporter permease [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214587.1 glutamine ABC transporter ATP-binding protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214587.1	NP_415400.1	38.627	233	140	2	4	234	5	236	2.10e-44	157
# BLASTP 2.5.0+
# Query: NP_214588.1 hypothetical protein Rv0074 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214588.1	NP_418748.1	38.776	49	28	1	31	77	23	71	0.006	35.4
# BLASTP 2.5.0+
# Query: NP_214589.1 aminotransferase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214589.1	NP_416139.1	29.124	388	252	12	15	388	11	389	1.29e-46	161
# BLASTP 2.5.0+
# Query: NP_214590.1 membrane protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214591.1 oxidoreductase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214591.1	NP_414883.5	24.206	252	164	10	11	250	26	262	7.22e-07	46.2
# BLASTP 2.5.0+
# Query: NP_214592.1 transcriptional regulator [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214592.1	NP_414997.1	27.273	198	131	5	5	191	3	198	6.75e-10	53.5
# BLASTP 2.5.0+
# Query: NP_214593.1 hypothetical protein Rv0079 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214594.1 hypothetical protein Rv0080 [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214595.1 HTH-type transcriptional regulator [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214595.1	NP_417153.1	32.530	83	54	2	11	92	15	96	3.12e-07	42.4
# BLASTP 2.5.0+
# Query: NP_214596.2 oxidoreductase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214596.2	NP_417199.1	45.000	140	69	1	19	150	14	153	8.19e-38	127
# BLASTP 2.5.0+
# Query: NP_214597.1 oxidoreductase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214597.1	NP_416977.1	30.975	636	399	15	21	639	57	669	1.44e-77	257
# BLASTP 2.5.0+
# Query: NP_214598.1 formate hydrogenlyase HycD [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214598.1	NP_417202.1	33.904	292	188	3	17	308	17	303	4.30e-44	150
# BLASTP 2.5.0+
# Query: NP_214599.1 hydrogenase HycP [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214599.1	NP_416980.1	27.523	109	69	2	116	219	112	215	2.58e-06	43.5
# BLASTP 2.5.0+
# Query: NP_214600.1 hydrogenase HycQ [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214600.1	NP_416981.1	40.106	379	218	2	26	399	33	407	2.93e-77	248
# BLASTP 2.5.0+
# Query: NP_214601.1 formate hydrogenase HycE [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214601.1	NP_417201.1	30.649	447	288	11	63	491	94	536	1.96e-53	186
# BLASTP 2.5.0+
# Query: NP_214602.1 polyketide cyclase/dehydrase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214603.1 methyltransferase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214603.1	NP_415298.1	36.752	117	72	1	12	128	32	146	8.92e-12	59.3
# BLASTP 2.5.0+
# Query: NP_214604.1 membrane protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214605.1 bifunctional 5'-methylthioadenosine nucleosidase /S-adenosylhomocysteine nucleosidase [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214605.1	NP_414701.1	28.685	251	156	4	3	252	1	229	8.73e-23	90.5
# BLASTP 2.5.0+
# Query: NP_214606.1 cation transporter ATPase A [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NP_214606.1	NP_415017.1	38.306	744	424	12	17	740	102	830	9.59e-127	395
# BLASTP 2.5.0+
# Query: NP_214607.1 membrane protein [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214608.1 hypothetical protein Rv0094c [Mycobacterium tuberculosis H37Rv]
# Database: Ecoli_K12_MG1655_GCF_000005845_2_ASM584v2_protein.faa
# 0 hits found
# BLASTP 2.5.0+
# Query: NP_214609.1 hypothetical protein Rv0095c [Mycobacterium tuberculosis H37Rv]
